ID Consumidor	Gênero	Estado civil	Pets	Bairro
3417	M	Solteiro(a)	5	Mesquita
3418	M	Casado(a)	3	Nova Iguaçu
3419	F	Solteiro(a)	3	Mesquita
3422	M	Solteiro(a)	1	Mesquita
3423	F	Casado(a)	2	Mesquita
3424	M	Casado(a)	1	Mesquita
3425	M	Solteiro(a)	4	Nova Iguaçu
3426	F	Casado(a)	1	Nova Iguaçu
3434	F	Solteiro(a)	5	Nova Iguaçu
3435	M	Solteiro(a)	3	Nova Iguaçu
3436	F	Casado(a)	2	Nova Iguaçu
3437	F	Solteiro(a)	3	Belford Roxo
3438	M	Casado(a)	3	Nova Iguaçu
3439	F	Solteiro(a)	2	Mesquita
3440	F	Casado(a)	4	Nova Iguaçu
3441	F	Solteiro(a)	2	Nova Iguaçu
3442	M	Casado(a)	2	Nova Iguaçu
3446	F	Solteiro(a)	4	Mesquita
3448	M	Casado(a)	2	Nova Iguaçu
3449	F	Casado(a)	2	Belford Roxo
3450	M	Casado(a)	1	Mesquita
3452	M	Casado(a)	3	Nova Iguaçu
3454	F	Casado(a)	1	Mesquita
3455	F	Solteiro(a)	4	Mesquita
3457	M	Casado(a)	1	Nova Iguaçu
3458	F	Solteiro(a)	5	Nova Iguaçu
3462	M	Solteiro(a)	4	Belford Roxo
3463	M	Solteiro(a)	1	Mesquita
3466	M	Casado(a)	1	Mesquita
3468	F	Solteiro(a)	1	Mesquita
3469	M	Casado(a)	4	Nova Iguaçu
3470	M	Casado(a)	2	Mesquita
3471	F	Casado(a)	4	Nova Iguaçu
3473	M	Solteiro(a)	3	Mesquita
3476	F	Solteiro(a)	4	Nova Iguaçu
3478	M	Solteiro(a)	4	Mesquita
3480	F	Solteiro(a)	2	Mesquita
3485	F	Solteiro(a)	3	Mesquita
3486	M	Solteiro(a)	2	Mesquita
3487	M	Casado(a)	3	Mesquita
3489	M	Solteiro(a)	4	Mesquita
3490	F	Casado(a)	1	Mesquita
3491	F	Casado(a)	3	Nova Iguaçu
3495	F	Casado(a)	4	Nova Iguaçu
3497	M	Solteiro(a)	2	Mesquita
3499	F	Casado(a)	1	Mesquita
3500	M	Solteiro(a)	1	Mesquita
3501	F	Casado(a)	4	Belford Roxo
3503	F	Casado(a)	2	Belford Roxo
3504	F	Casado(a)	4	Mesquita
3508	M	Casado(a)	1	Belford Roxo
3512	M	Casado(a)	1	Nova Iguaçu
3513	F	Casado(a)	1	Mesquita
3516	F	Casado(a)	1	Belford Roxo
3517	M	Solteiro(a)	3	Mesquita
3518	M	Solteiro(a)	3	Mesquita
3524	M	Solteiro(a)	1	Mesquita
3525	M	Solteiro(a)	1	Belford Roxo
3526	M	Casado(a)	1	Belford Roxo
3527	M	Solteiro(a)	5	Nova Iguaçu
3528	F	Casado(a)	4	Mesquita
3529	M	Solteiro(a)	2	Mesquita
3532	F	Casado(a)	4	Belford Roxo
3533	F	Casado(a)	1	Nova Iguaçu
3537	F	Solteiro(a)	2	Belford Roxo
3538	F	Solteiro(a)	1	Nova Iguaçu
3539	M	Solteiro(a)	2	Mesquita
3541	M	Casado(a)	2	Mesquita
3542	M	Casado(a)	1	Belford Roxo
3543	M	Solteiro(a)	4	Nova Iguaçu
3548	F	Casado(a)	1	Mesquita
3549	F	Casado(a)	2	Mesquita
3551	F	Casado(a)	2	Mesquita
3552	F	Solteiro(a)	4	Mesquita
3553	M	Solteiro(a)	3	Belford Roxo
3558	F	Solteiro(a)	1	Nova Iguaçu
3559	M	Casado(a)	3	Mesquita
3560	M	Solteiro(a)	5	Mesquita
3561	M	Solteiro(a)	1	Nova Iguaçu
3563	F	Casado(a)	1	Mesquita
3564	F	Solteiro(a)	4	Mesquita
3567	M	Casado(a)	1	Nova Iguaçu
3571	F	Solteiro(a)	3	Belford Roxo
3577	F	Casado(a)	4	Nova Iguaçu
3580	M	Solteiro(a)	1	Belford Roxo
3583	F	Solteiro(a)	2	Mesquita
3584	M	Solteiro(a)	2	Mesquita
3585	F	Casado(a)	4	Belford Roxo
3586	F	Solteiro(a)	3	Nova Iguaçu
3587	M	Casado(a)	3	Belford Roxo
3588	F	Solteiro(a)	1	Nova Iguaçu
3589	M	Casado(a)	5	Mesquita
3592	M	Casado(a)	3	Belford Roxo
3593	F	Casado(a)	2	Nova Iguaçu
3594	F	Casado(a)	1	Nova Iguaçu
3596	M	Casado(a)	3	Nova Iguaçu
3598	M	Solteiro(a)	1	Belford Roxo
3599	M	Casado(a)	2	Mesquita
3600	F	Solteiro(a)	1	Belford Roxo
3601	F	Casado(a)	2	Mesquita
3602	F	Solteiro(a)	4	Mesquita
3604	M	Solteiro(a)	4	Mesquita
3605	F	Solteiro(a)	3	Mesquita
3608	F	Casado(a)	1	Mesquita
3610	M	Casado(a)	1	Belford Roxo
3611	F	Casado(a)	1	Nova Iguaçu
3612	M	Solteiro(a)	1	Nova Iguaçu
3613	F	Solteiro(a)	1	Mesquita
3615	F	Solteiro(a)	1	Mesquita
3616	M	Casado(a)	4	Belford Roxo
3620	M	Casado(a)	1	Mesquita
3625	F	Solteiro(a)	1	Belford Roxo
3626	F	Solteiro(a)	2	Nova Iguaçu
3627	F	Casado(a)	1	Nova Iguaçu
3630	F	Solteiro(a)	1	Mesquita
3633	F	Solteiro(a)	3	Mesquita
3634	M	Solteiro(a)	5	Mesquita
3636	F	Solteiro(a)	4	Mesquita
3639	F	Casado(a)	2	Nova Iguaçu
3640	M	Solteiro(a)	2	Nova Iguaçu
3642	M	Casado(a)	2	Nova Iguaçu
3643	F	Solteiro(a)	2	Mesquita
3644	F	Solteiro(a)	4	Belford Roxo
3645	M	Solteiro(a)	3	Mesquita
3648	F	Solteiro(a)	2	Mesquita
3650	M	Casado(a)	2	Mesquita
3652	M	Solteiro(a)	3	Mesquita
3654	F	Casado(a)	3	Nova Iguaçu
3655	F	Casado(a)	3	Mesquita
3656	M	Solteiro(a)	3	Nova Iguaçu
3658	F	Casado(a)	5	Mesquita
3661	M	Casado(a)	1	Belford Roxo
3663	M	Solteiro(a)	2	Mesquita
3664	F	Casado(a)	5	Mesquita
3665	F	Casado(a)	1	Mesquita
3667	F	Solteiro(a)	2	Mesquita
3673	M	Casado(a)	1	Mesquita
3676	M	Casado(a)	4	Nova Iguaçu
3679	F	Solteiro(a)	1	Nova Iguaçu
3680	F	Solteiro(a)	3	Mesquita
3681	F	Casado(a)	2	Mesquita
3682	M	Casado(a)	4	Mesquita
3683	M	Casado(a)	1	Mesquita
3688	F	Casado(a)	3	Nova Iguaçu
3689	F	Casado(a)	4	Mesquita
3691	M	Casado(a)	3	Mesquita
3692	M	Solteiro(a)	1	Nova Iguaçu
3693	M	Solteiro(a)	1	Nova Iguaçu
3695	M	Casado(a)	5	Mesquita
3700	F	Casado(a)	4	Mesquita
3701	F	Solteiro(a)	1	Belford Roxo
3702	F	Casado(a)	1	Belford Roxo
3703	M	Solteiro(a)	2	Mesquita
3706	M	Solteiro(a)	2	Mesquita
3709	M	Solteiro(a)	1	Mesquita
3711	M	Solteiro(a)	2	Nova Iguaçu
3713	F	Solteiro(a)	4	Mesquita
3714	F	Casado(a)	3	Mesquita
3716	F	Casado(a)	4	Mesquita
3718	F	Casado(a)	2	Nova Iguaçu
3719	F	Solteiro(a)	3	Mesquita
3721	M	Solteiro(a)	1	Mesquita
3724	F	Casado(a)	1	Mesquita
3725	M	Casado(a)	4	Mesquita
3727	F	Casado(a)	4	Mesquita
3728	M	Casado(a)	4	Mesquita
3729	F	Casado(a)	4	Belford Roxo
3730	M	Casado(a)	3	Belford Roxo
3731	F	Solteiro(a)	5	Mesquita
3735	M	Solteiro(a)	2	Nova Iguaçu
3738	M	Casado(a)	4	Belford Roxo
3739	F	Solteiro(a)	4	Mesquita
3742	M	Casado(a)	2	Nova Iguaçu
3744	F	Solteiro(a)	1	Belford Roxo
3746	F	Solteiro(a)	3	Nova Iguaçu
3747	F	Solteiro(a)	4	Mesquita
3748	F	Casado(a)	4	Mesquita
3749	F	Casado(a)	1	Mesquita
3750	M	Solteiro(a)	2	Belford Roxo
3751	F	Casado(a)	1	Mesquita
3753	F	Casado(a)	4	Belford Roxo
3755	M	Solteiro(a)	3	Nova Iguaçu
3756	F	Casado(a)	3	Nova Iguaçu
3757	M	Solteiro(a)	2	Mesquita
3758	M	Solteiro(a)	3	Nova Iguaçu
3759	F	Solteiro(a)	2	Mesquita
3760	F	Solteiro(a)	4	Belford Roxo
3761	F	Solteiro(a)	4	Mesquita
3762	F	Casado(a)	4	Mesquita
3763	F	Solteiro(a)	4	Nova Iguaçu
3768	M	Casado(a)	2	Mesquita
3771	M	Solteiro(a)	5	Belford Roxo
3773	F	Solteiro(a)	1	Mesquita
3776	F	Solteiro(a)	4	Mesquita
3777	M	Solteiro(a)	1	Belford Roxo
3780	M	Casado(a)	3	Nova Iguaçu
3782	F	Solteiro(a)	2	Nova Iguaçu
3784	F	Casado(a)	1	Belford Roxo
3787	F	Solteiro(a)	5	Nova Iguaçu
3790	M	Casado(a)	1	Belford Roxo
3794	F	Casado(a)	1	Nova Iguaçu
3795	M	Casado(a)	2	Mesquita
3796	M	Solteiro(a)	3	Nova Iguaçu
3797	M	Casado(a)	5	Nova Iguaçu
3799	F	Solteiro(a)	2	Mesquita
3801	F	Solteiro(a)	2	Nova Iguaçu
3802	F	Solteiro(a)	4	Mesquita
3804	M	Solteiro(a)	4	Nova Iguaçu
3805	M	Solteiro(a)	5	Mesquita
3807	F	Solteiro(a)	2	Belford Roxo
3808	F	Casado(a)	4	Nova Iguaçu
3809	M	Solteiro(a)	3	Belford Roxo
3810	M	Casado(a)	1	Belford Roxo
3816	F	Solteiro(a)	2	Nova Iguaçu
3817	F	Casado(a)	4	Mesquita
3819	M	Solteiro(a)	3	Mesquita
3821	M	Solteiro(a)	1	Mesquita
3823	M	Solteiro(a)	2	Mesquita
3825	M	Solteiro(a)	5	Mesquita
3826	M	Casado(a)	2	Nova Iguaçu
3827	M	Solteiro(a)	2	Mesquita
3828	M	Casado(a)	5	Nova Iguaçu
3829	M	Casado(a)	4	Belford Roxo
3833	F	Solteiro(a)	1	Mesquita
3838	M	Casado(a)	5	Mesquita
3840	F	Casado(a)	1	Mesquita
3841	M	Solteiro(a)	2	Belford Roxo
3847	F	Casado(a)	1	Nova Iguaçu
3848	F	Casado(a)	1	Mesquita
3849	M	Casado(a)	4	Mesquita
3852	F	Casado(a)	1	Nova Iguaçu
3854	M	Solteiro(a)	1	Mesquita
3855	M	Solteiro(a)	2	Mesquita
3856	F	Casado(a)	1	Mesquita
3857	F	Casado(a)	2	Belford Roxo
3858	F	Solteiro(a)	1	Nova Iguaçu
3859	M	Solteiro(a)	4	Nova Iguaçu
3861	F	Casado(a)	4	Mesquita
3864	M	Solteiro(a)	3	Belford Roxo
3869	M	Casado(a)	3	Mesquita
3870	M	Solteiro(a)	1	Mesquita
3871	F	Casado(a)	1	Belford Roxo
3873	M	Casado(a)	4	Nova Iguaçu
3875	F	Casado(a)	1	Belford Roxo
3878	M	Casado(a)	2	Nova Iguaçu
3879	F	Solteiro(a)	5	Belford Roxo
3880	M	Casado(a)	1	Belford Roxo
3881	M	Solteiro(a)	1	Belford Roxo
3882	M	Solteiro(a)	3	Mesquita
3888	M	Casado(a)	1	Mesquita
3889	M	Casado(a)	4	Nova Iguaçu
3890	M	Casado(a)	5	Mesquita
3892	F	Solteiro(a)	4	Nova Iguaçu
3893	M	Casado(a)	5	Nova Iguaçu
3897	M	Casado(a)	4	Mesquita
3898	F	Solteiro(a)	5	Mesquita
3900	F	Solteiro(a)	4	Nova Iguaçu
3901	M	Casado(a)	3	Belford Roxo
3902	F	Solteiro(a)	3	Mesquita
3903	F	Solteiro(a)	1	Belford Roxo
3904	F	Solteiro(a)	2	Belford Roxo
3906	M	Solteiro(a)	2	Mesquita
3909	F	Solteiro(a)	4	Mesquita
3911	M	Solteiro(a)	3	Mesquita
3912	M	Solteiro(a)	3	Mesquita
3916	M	Solteiro(a)	4	Mesquita
3917	F	Casado(a)	1	Mesquita
3918	M	Casado(a)	5	Mesquita
3921	F	Solteiro(a)	1	Mesquita
3922	M	Casado(a)	3	Mesquita
3925	F	Casado(a)	1	Nova Iguaçu
3928	M	Solteiro(a)	1	Mesquita
3929	F	Casado(a)	2	Mesquita
3930	M	Casado(a)	1	Mesquita
3932	F	Solteiro(a)	2	Mesquita
3933	F	Casado(a)	3	Belford Roxo
3935	F	Casado(a)	1	Nova Iguaçu
3936	M	Solteiro(a)	4	Mesquita
3937	F	Solteiro(a)	2	Mesquita
3938	M	Solteiro(a)	4	Mesquita
3939	M	Solteiro(a)	1	Belford Roxo
3941	M	Solteiro(a)	1	Nova Iguaçu
3942	M	Solteiro(a)	3	Mesquita
3945	M	Solteiro(a)	1	Mesquita
3946	F	Casado(a)	3	Mesquita
3949	M	Casado(a)	5	Mesquita
3950	F	Solteiro(a)	5	Mesquita
3951	M	Casado(a)	4	Belford Roxo
3952	M	Casado(a)	1	Belford Roxo
3953	F	Casado(a)	4	Mesquita
3957	M	Solteiro(a)	4	Mesquita
3961	M	Solteiro(a)	3	Belford Roxo
3964	M	Casado(a)	3	Belford Roxo
3965	M	Casado(a)	1	Nova Iguaçu
3966	M	Casado(a)	2	Mesquita
3968	F	Solteiro(a)	1	Nova Iguaçu
3969	M	Solteiro(a)	3	Mesquita
3970	M	Solteiro(a)	2	Belford Roxo
3974	F	Solteiro(a)	2	Belford Roxo
3976	M	Casado(a)	2	Mesquita
3977	F	Solteiro(a)	2	Mesquita
3978	F	Casado(a)	4	Mesquita
3979	M	Solteiro(a)	1	Mesquita
3980	M	Casado(a)	2	Mesquita
3981	F	Solteiro(a)	4	Belford Roxo
3982	F	Solteiro(a)	3	Belford Roxo
3985	M	Casado(a)	3	Nova Iguaçu
3986	M	Casado(a)	2	Nova Iguaçu
3987	M	Casado(a)	4	Belford Roxo
3989	F	Casado(a)	4	Mesquita
3993	M	Solteiro(a)	1	Nova Iguaçu
3994	F	Casado(a)	1	Mesquita
3996	M	Casado(a)	2	Belford Roxo
4001	F	Casado(a)	1	Mesquita
4003	F	Casado(a)	4	Mesquita
4004	F	Casado(a)	3	Mesquita
4005	F	Solteiro(a)	1	Mesquita
4006	M	Casado(a)	2	Belford Roxo
4007	F	Casado(a)	4	Mesquita
4009	M	Casado(a)	3	Nova Iguaçu
4010	F	Solteiro(a)	3	Nova Iguaçu
4011	F	Solteiro(a)	2	Nova Iguaçu
4015	M	Solteiro(a)	3	Mesquita
4016	F	Casado(a)	5	Mesquita
4018	F	Solteiro(a)	4	Mesquita
4019	F	Solteiro(a)	4	Nova Iguaçu
4020	M	Solteiro(a)	2	Mesquita
4021	M	Casado(a)	3	Nova Iguaçu
4023	F	Solteiro(a)	4	Belford Roxo
4026	F	Casado(a)	5	Nova Iguaçu
4027	F	Casado(a)	2	Mesquita
4028	F	Casado(a)	1	Belford Roxo
4029	M	Casado(a)	3	Mesquita
4030	F	Casado(a)	1	Mesquita
4032	F	Solteiro(a)	3	Nova Iguaçu
4033	M	Solteiro(a)	5	Belford Roxo
4039	M	Solteiro(a)	1	Nova Iguaçu
4040	F	Casado(a)	1	Mesquita
4041	M	Solteiro(a)	3	Nova Iguaçu
4043	F	Solteiro(a)	4	Belford Roxo
4044	M	Solteiro(a)	2	Belford Roxo
4045	M	Solteiro(a)	5	Mesquita
4048	M	Solteiro(a)	4	Mesquita
4049	F	Solteiro(a)	4	Nova Iguaçu
4051	F	Casado(a)	5	Nova Iguaçu
4056	M	Casado(a)	3	Nova Iguaçu
4058	M	Casado(a)	3	Belford Roxo
4061	M	Solteiro(a)	4	Belford Roxo
4063	M	Casado(a)	4	Mesquita
4065	F	Solteiro(a)	1	Nova Iguaçu
4066	F	Casado(a)	3	Nova Iguaçu
4067	F	Casado(a)	3	Nova Iguaçu
4068	F	Solteiro(a)	4	Belford Roxo
4069	F	Solteiro(a)	1	Mesquita
4070	M	Casado(a)	2	Mesquita
4071	F	Casado(a)	5	Mesquita
4072	F	Solteiro(a)	2	Belford Roxo
4075	M	Casado(a)	2	Nova Iguaçu
4076	M	Casado(a)	1	Mesquita
4078	F	Solteiro(a)	2	Nova Iguaçu
4079	M	Solteiro(a)	1	Mesquita
4080	F	Casado(a)	4	Nova Iguaçu
4081	F	Solteiro(a)	1	Nova Iguaçu
4082	F	Solteiro(a)	3	Nova Iguaçu
4084	M	Casado(a)	1	Mesquita
4085	F	Casado(a)	3	Nova Iguaçu
4088	F	Casado(a)	4	Nova Iguaçu
4094	F	Solteiro(a)	2	Nova Iguaçu
4096	M	Solteiro(a)	2	Nova Iguaçu
4099	M	Casado(a)	3	Mesquita
4100	F	Solteiro(a)	1	Mesquita
4101	M	Solteiro(a)	4	Mesquita
4103	M	Casado(a)	3	Nova Iguaçu
4104	M	Casado(a)	3	Belford Roxo
4105	F	Casado(a)	2	Nova Iguaçu
4106	F	Casado(a)	1	Nova Iguaçu
4111	F	Casado(a)	5	Belford Roxo
4114	F	Casado(a)	1	Mesquita
4115	M	Solteiro(a)	4	Mesquita
4116	M	Casado(a)	5	Nova Iguaçu
4117	F	Casado(a)	4	Mesquita
4118	M	Solteiro(a)	1	Mesquita
4120	M	Solteiro(a)	3	Mesquita
4121	M	Solteiro(a)	1	Mesquita
4122	F	Solteiro(a)	3	Mesquita
4125	M	Casado(a)	3	Nova Iguaçu
4126	M	Casado(a)	1	Mesquita
4127	M	Casado(a)	3	Mesquita
4131	F	Casado(a)	3	Mesquita
4133	F	Solteiro(a)	1	Nova Iguaçu
4135	F	Solteiro(a)	1	Nova Iguaçu
4137	M	Solteiro(a)	2	Mesquita
4138	M	Casado(a)	4	Mesquita
4143	F	Solteiro(a)	2	Nova Iguaçu
4147	M	Solteiro(a)	2	Belford Roxo
4149	F	Casado(a)	2	Nova Iguaçu
4150	M	Casado(a)	3	Mesquita
4151	M	Solteiro(a)	4	Belford Roxo
4152	F	Solteiro(a)	4	Mesquita
4153	M	Casado(a)	4	Mesquita
4154	F	Solteiro(a)	4	Mesquita
4157	M	Solteiro(a)	3	Mesquita
4162	M	Solteiro(a)	2	Mesquita
4163	M	Solteiro(a)	1	Mesquita
4165	F	Solteiro(a)	4	Nova Iguaçu
4166	F	Solteiro(a)	3	Mesquita
4169	M	Casado(a)	1	Belford Roxo
4170	F	Solteiro(a)	5	Belford Roxo
4174	F	Solteiro(a)	4	Mesquita
4175	F	Casado(a)	5	Nova Iguaçu
4176	M	Casado(a)	3	Nova Iguaçu
4179	M	Casado(a)	1	Nova Iguaçu
4180	F	Solteiro(a)	3	Mesquita
4185	F	Casado(a)	2	Nova Iguaçu
4186	F	Solteiro(a)	1	Mesquita
4187	F	Casado(a)	5	Mesquita
4188	F	Solteiro(a)	1	Belford Roxo
4191	F	Casado(a)	1	Mesquita
4193	M	Solteiro(a)	3	Nova Iguaçu
4195	F	Solteiro(a)	1	Belford Roxo
4197	M	Casado(a)	3	Mesquita
4198	F	Casado(a)	5	Mesquita
4202	F	Casado(a)	4	Mesquita
4204	M	Casado(a)	5	Mesquita
4205	M	Casado(a)	1	Mesquita
4208	M	Solteiro(a)	1	Mesquita
4209	M	Solteiro(a)	4	Mesquita
4210	F	Solteiro(a)	5	Mesquita
4211	F	Solteiro(a)	5	Nova Iguaçu
4215	M	Casado(a)	3	Mesquita
4216	F	Casado(a)	5	Belford Roxo
4217	F	Casado(a)	5	Mesquita
4218	F	Casado(a)	4	Nova Iguaçu
4219	F	Solteiro(a)	2	Nova Iguaçu
4220	F	Casado(a)	5	Nova Iguaçu
4221	M	Solteiro(a)	1	Mesquita
4223	F	Solteiro(a)	4	Belford Roxo
4224	F	Casado(a)	4	Belford Roxo
4225	M	Solteiro(a)	1	Nova Iguaçu
4226	F	Casado(a)	5	Nova Iguaçu
4228	M	Casado(a)	4	Mesquita
4230	F	Casado(a)	2	Nova Iguaçu
4231	F	Solteiro(a)	3	Mesquita
4232	F	Solteiro(a)	2	Mesquita
4234	F	Solteiro(a)	4	Nova Iguaçu
4235	M	Solteiro(a)	1	Mesquita
4239	F	Solteiro(a)	4	Mesquita
4240	M	Casado(a)	3	Nova Iguaçu
4241	M	Solteiro(a)	2	Mesquita
4243	M	Solteiro(a)	3	Nova Iguaçu
4244	F	Solteiro(a)	4	Belford Roxo
4246	F	Solteiro(a)	4	Mesquita
4247	F	Casado(a)	3	Nova Iguaçu
4249	F	Casado(a)	3	Nova Iguaçu
4250	F	Casado(a)	1	Mesquita
4252	M	Solteiro(a)	1	Mesquita
4253	F	Solteiro(a)	2	Mesquita
4255	M	Casado(a)	1	Nova Iguaçu
4256	F	Casado(a)	2	Nova Iguaçu
4257	F	Solteiro(a)	2	Nova Iguaçu
4258	M	Casado(a)	4	Mesquita
4259	M	Solteiro(a)	1	Mesquita
4260	M	Solteiro(a)	5	Mesquita
4261	M	Solteiro(a)	2	Mesquita
4263	M	Casado(a)	4	Nova Iguaçu
4268	M	Casado(a)	1	Nova Iguaçu
4271	M	Casado(a)	1	Belford Roxo
4273	M	Casado(a)	5	Nova Iguaçu
4274	M	Casado(a)	1	Nova Iguaçu
4277	M	Solteiro(a)	1	Mesquita
4279	F	Casado(a)	1	Belford Roxo
4282	F	Casado(a)	3	Mesquita
4283	M	Solteiro(a)	5	Mesquita
4284	F	Casado(a)	4	Mesquita
4285	F	Solteiro(a)	1	Belford Roxo
4287	F	Solteiro(a)	4	Mesquita
4288	F	Casado(a)	4	Nova Iguaçu
4291	M	Casado(a)	4	Mesquita
4292	M	Casado(a)	1	Mesquita
4295	M	Solteiro(a)	5	Nova Iguaçu
4296	F	Casado(a)	4	Nova Iguaçu
4300	F	Casado(a)	4	Belford Roxo
4301	F	Casado(a)	1	Nova Iguaçu
4303	F	Solteiro(a)	1	Belford Roxo
4307	F	Solteiro(a)	1	Belford Roxo
4311	M	Casado(a)	5	Mesquita
4315	M	Solteiro(a)	2	Mesquita
4317	F	Casado(a)	2	Belford Roxo
4319	M	Solteiro(a)	3	Mesquita
4320	M	Casado(a)	5	Belford Roxo
4321	M	Casado(a)	5	Mesquita
4323	F	Solteiro(a)	2	Mesquita
4324	F	Casado(a)	3	Mesquita
4325	F	Solteiro(a)	1	Nova Iguaçu
4327	F	Solteiro(a)	1	Mesquita
4330	M	Casado(a)	4	Mesquita
4334	M	Solteiro(a)	2	Nova Iguaçu
4337	M	Solteiro(a)	5	Belford Roxo
4340	F	Solteiro(a)	2	Mesquita
4342	M	Casado(a)	4	Mesquita
4343	F	Casado(a)	1	Belford Roxo
4344	M	Solteiro(a)	1	Mesquita
4346	M	Solteiro(a)	1	Belford Roxo
4349	M	Solteiro(a)	3	Mesquita
4350	F	Casado(a)	2	Mesquita
4351	M	Solteiro(a)	5	Mesquita
4352	F	Casado(a)	1	Mesquita
4355	F	Casado(a)	1	Mesquita
4357	F	Solteiro(a)	2	Mesquita
4359	M	Solteiro(a)	4	Mesquita
4360	M	Casado(a)	4	Belford Roxo
4361	F	Casado(a)	2	Belford Roxo
4362	F	Casado(a)	1	Mesquita
4364	M	Solteiro(a)	4	Mesquita
4367	F	Casado(a)	1	Mesquita
4368	M	Solteiro(a)	3	Mesquita
4370	M	Solteiro(a)	2	Nova Iguaçu
4372	F	Solteiro(a)	1	Mesquita
4373	M	Solteiro(a)	1	Nova Iguaçu
4374	F	Solteiro(a)	3	Mesquita
4375	M	Solteiro(a)	1	Mesquita
4376	M	Casado(a)	4	Nova Iguaçu
4377	F	Casado(a)	1	Belford Roxo
4379	M	Solteiro(a)	2	Belford Roxo
4384	F	Solteiro(a)	3	Belford Roxo
4385	F	Casado(a)	3	Mesquita
4386	M	Solteiro(a)	5	Nova Iguaçu
4391	F	Casado(a)	3	Nova Iguaçu
4392	M	Casado(a)	1	Mesquita
4394	F	Casado(a)	2	Mesquita
4396	F	Casado(a)	3	Mesquita
4397	M	Solteiro(a)	2	Nova Iguaçu
4399	F	Solteiro(a)	2	Belford Roxo
4401	M	Solteiro(a)	1	Nova Iguaçu
4402	F	Solteiro(a)	1	Nova Iguaçu
4404	M	Solteiro(a)	1	Nova Iguaçu
4405	F	Solteiro(a)	1	Mesquita
4407	M	Solteiro(a)	3	Belford Roxo
4408	F	Solteiro(a)	3	Belford Roxo
4409	M	Solteiro(a)	3	Belford Roxo
4410	F	Casado(a)	4	Mesquita
4411	M	Solteiro(a)	1	Mesquita
4412	M	Solteiro(a)	3	Mesquita
4413	M	Casado(a)	3	Mesquita
4417	M	Casado(a)	2	Nova Iguaçu
4419	M	Solteiro(a)	1	Nova Iguaçu
4420	M	Casado(a)	3	Nova Iguaçu
4422	F	Casado(a)	3	Mesquita
4423	M	Solteiro(a)	3	Mesquita
4425	M	Casado(a)	1	Mesquita
4426	F	Casado(a)	5	Belford Roxo
4429	M	Solteiro(a)	4	Mesquita
4431	F	Solteiro(a)	4	Mesquita
4434	F	Casado(a)	1	Mesquita
4436	F	Casado(a)	1	Nova Iguaçu
4437	M	Solteiro(a)	2	Mesquita
4438	F	Solteiro(a)	3	Belford Roxo
4440	F	Solteiro(a)	1	Mesquita
4443	F	Solteiro(a)	1	Nova Iguaçu
4444	F	Casado(a)	1	Nova Iguaçu
4445	F	Solteiro(a)	2	Mesquita
4447	M	Solteiro(a)	4	Belford Roxo
4451	M	Casado(a)	4	Mesquita
4453	F	Solteiro(a)	1	Nova Iguaçu
4454	M	Solteiro(a)	2	Mesquita
4455	F	Solteiro(a)	4	Belford Roxo
4457	M	Solteiro(a)	2	Mesquita
4459	F	Casado(a)	1	Mesquita
4460	M	Solteiro(a)	1	Nova Iguaçu
4461	M	Casado(a)	1	Nova Iguaçu
4462	F	Casado(a)	1	Mesquita
4463	M	Solteiro(a)	5	Nova Iguaçu
4465	M	Solteiro(a)	5	Mesquita
4466	M	Casado(a)	1	Mesquita
4467	M	Solteiro(a)	1	Nova Iguaçu
4470	F	Solteiro(a)	2	Belford Roxo
4471	M	Casado(a)	3	Nova Iguaçu
4475	F	Solteiro(a)	2	Mesquita
4476	F	Solteiro(a)	5	Nova Iguaçu
4477	M	Casado(a)	2	Belford Roxo
4479	M	Casado(a)	1	Mesquita
4483	F	Solteiro(a)	1	Mesquita
4484	M	Casado(a)	3	Mesquita
4485	F	Solteiro(a)	3	Mesquita
4486	F	Solteiro(a)	1	Belford Roxo
4487	F	Solteiro(a)	2	Mesquita
4488	F	Casado(a)	1	Belford Roxo
4490	F	Solteiro(a)	4	Mesquita
4491	M	Casado(a)	1	Nova Iguaçu
4494	F	Solteiro(a)	2	Mesquita
4495	F	Solteiro(a)	5	Belford Roxo
4497	M	Solteiro(a)	3	Mesquita
4498	F	Casado(a)	2	Mesquita
4499	M	Casado(a)	4	Mesquita
4501	F	Casado(a)	4	Belford Roxo
4503	M	Solteiro(a)	1	Mesquita
4504	M	Casado(a)	4	Mesquita
4507	F	Casado(a)	4	Mesquita
4508	M	Casado(a)	1	Mesquita
4510	F	Solteiro(a)	2	Belford Roxo
4514	M	Solteiro(a)	4	Nova Iguaçu
4515	M	Solteiro(a)	1	Mesquita
4516	M	Solteiro(a)	1	Mesquita
4518	F	Solteiro(a)	4	Mesquita
4520	F	Solteiro(a)	4	Belford Roxo
4522	M	Solteiro(a)	1	Mesquita
4524	M	Casado(a)	1	Nova Iguaçu
4525	F	Solteiro(a)	5	Belford Roxo
4527	M	Casado(a)	1	Nova Iguaçu
4528	M	Casado(a)	2	Mesquita
4531	M	Casado(a)	1	Mesquita
4534	F	Solteiro(a)	2	Belford Roxo
4537	M	Casado(a)	4	Mesquita
4538	F	Solteiro(a)	3	Belford Roxo
4540	F	Solteiro(a)	4	Mesquita
4541	F	Casado(a)	1	Nova Iguaçu
4543	F	Casado(a)	4	Mesquita
4544	F	Casado(a)	4	Mesquita
4545	M	Casado(a)	1	Mesquita
